text,url,bounds/width,bounds/height,bounds/left,bounds/right,bounds/top,bounds/bottom,bounds/fontSize,bounds/density,bounds/densityOnScreen,bounds/areaDensity,bounds/text_count,meta/moreBigText,meta/isDownTitle,meta/tagName,meta/hasCluster,computed/transform_origin,computed/perspective_origin,computed/line_height,computed/position
"Elon Musk, guardián de la galaxia",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,980,47,310,1290,209,256,42.0196,309.22807117077843,1653.715971872135,2002.30953913305,33,true,false,H1,false,490,490,47.9024,relative
"Lo que separa a este hombre de anteriores charlatanes del universo tecnológico, espacial y emprendedor, es que él, de momento, sí parece capaz de cumplir sus promesas",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,980,54,310,1290,270,324,20.0014,229.60182926100566,4261.415653864336,1991.40062231309,166,false,true,H2,false,490,490,27.0019,relative
"Elon Musk dice tener un proyecto de nave espacial que podría llegar a Marte en 2019. Algunos esperan que sea cierto, que se suba a ella y que no vuelva. En la imagen, Musk en los premios Goldenes Lenkrad celebrados en Alemania (2016).",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,980,48,310,1290,1085,1133,12.9941,213.2674377395668,4497.3352109888365,2000.703606752355,234,false,true,FIGCAPTION,false,490,490,14.0336,relative
27 ABR 2018 - 10:56CEST,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,980,18,310,1290,1179,1197,17.008,222.96860765587607,528.7404254452273,2060.1510677988103,23,false,true,DIV,false,490,490,16,relative
"En el fulgor marfileño de la dentadura de Elon Musk (Sudáfrica, 1971) podría esculpirse, con letras de oro, la palabra “Emprendimiento”. Pero en su vidriosa mirada de visionario uno podría descifrar un confuso mensaje que ora parece decir: “¡Alerta, científico loco!”; ora exclama: “¡Peligro, insensata combinación de zolpidem, alcohol y estados carenciales de sueño!”.",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,640,140,310,950,1217,1357,17.008,282.7525419868051,10757.248718887186,1942.4058179686344,369,false,true,P,true,320,320,28.0632,relative
"Entre esos contrastados campos semánticos se mueve la percepción pública de este pretoriano al que uno podría emparentar con un villano de James Bond, la síntesis de Stark padre y Stark hijo, el profesor Franz de Copenhague o la versión Ciudadanos de Nikola Tesla: si su pensamiento utópico garantizara la salvación de la humanidad en un futuro sin combustibles fósiles, pero con colonias multiplanetarias, la cosa no tendría gracia.",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,640,196,310,950,1392,1588,17.008,365.42988383546304,16313.983204600892,1903.626309373825,433,false,true,P,true,320,320,28.0632,relative
"Lo interesante es que en él, como en todo megalómano, conviven en igual medida las potencialidades de la Salvación y la Catástrofe. Cuando se haga mayor –si su naturaleza mesiánica le permite llegar a viejo–, es probable que debatamos si está más cerca del benéfico Doc de Regreso al futuro o del sórdido Rick de Rick and Morty.",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,640,140,310,950,1623,1763,17.008,299.90498495356826,10142.031354713907,1942.4058179686344,328,false,true,P,true,320,320,28.0632,relative
"Este hombre que ha enviado un descapotable a Marte, ha llevado el coche electrónico a velocidades de Ferrari, esboza proyectos de colonización marciana, desarrolla interfaces para que conectemos nuestras neuronas a un disco duro y premió a un murciano con la posibilidad de conducir una tuneladora pensada para acabar con el problema del tráfico (aunque, de paso, convierta el planeta en un queso Emmental) es la prueba palpable de que la realidad puede superar a la ficción.",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,640,196,310,950,1798,1994,17.008,348.9011321277132,17086.88385867944,1903.626309373825,475,false,true,P,true,320,320,28.0632,relative
"Tras autodefinirse como medio demócrata y medio republicano, Elon Musk no parece hacerle tantos ascos en los últimos meses a Trump como en tiempo de elecciones. A fin y al cabo, ambos consideran sus cuentas de Twitter como el palo selfi desde el que expandir su sentido del espectáculo. Y se necesitan.",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,640,140,310,950,2029,2169,17.008,312.54759637533607,9731.76243031035,1942.4058179686344,302,false,true,P,true,320,320,28.0632,relative
"Puedes seguir ICON en Facebook, Twitter, Instagram,o suscribirte aquí a la Newsletter.",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,640,64,310,950,2204,2268,15.04,284.72442817573625,2374.0463348469,2010.957572293815,86,false,true,P,false,320,320,28.0632,relative
El lado desconocido del hombre que nos llevará a Marte,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,640,267.4375,310,950,2479,2746.4375,20,1302.0579864199597,7861.024957026914,1861.5253273802844,54,false,true,SPAN,false,320,320,24,relative
El encanto de Elon Musk falla de forma alarmante,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,70.96875,990,1290,1334,1404.96875,13.008,213.00938946440834,921.911105394658,2050.8897991623194,48,false,true,H4,false,150,150,16.9104,relative
Tesla duplica pérdidas en el primer trimestre por el coste del Model 3,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,86.96875,990,1290,1431.96875,1518.9375,13.008,216.15735009478627,1364.3114375940706,2039.849844738678,70,false,true,H4,false,150,150,16.9104,relative
Tesla eleva la producción del Model 3 a 2.020 unidades semanales,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,86.96875,990,1290,1545.9375,1632.90625,13.008,226.06193841511666,1304.5312498652534,2039.849844738678,64,false,true,H4,false,150,150,16.9104,relative
Sobre cómo Elon Musk llevó ‘La Fundación’ de Asimov al espacio,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,86.96875,990,1290,1659.90625,1746.875,13.008,229.67803551928947,1283.9861666895015,2039.849844738678,62,false,true,H4,false,150,150,16.9104,relative
La historia del dinero: de la tarjeta de crédito a la banca móvil,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,57,990,1290,2049.03125,2106.03125,18.0795,124.70364870363657,861.6537968494075,2061.5997128092667,65,false,true,A,false,150,150,23.5034,relative
Cómo se pasó del primer cajero automático a gestionar las cuentas por Internet,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,74,990,1290,2102.03125,2176.03125,15.3072,160.61755819336813,1225.4068202029887,2048.709385325274,78,false,true,P,false,150,150,21.4301,relative
"Gloria, acoso y desprecio: la verdadera historia de nuestro mayor logro eurovisivo en los últimos 39 años",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,57,990,1290,2296.03125,2353.03125,12,120.43255373859678,1095.142863111932,2061.5997128092667,105,false,true,A,false,150,150,19.008,relative
El hombre que ha fabricado todas las series españolas que has visto (‘La casa de papel’ incluida),https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,38,990,1290,2363.03125,2401.03125,12,83.5344240418284,701.7311183779725,2078.567578501094,97,false,true,A,false,150,150,19.008,relative
"VídeoSi no quieres recuperar el peso perdido y deseas fortalecer los músculos, sigue esta dieta",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,54,990,1290,2440.03125,2494.03125,12,119.9499895789908,986.8629274119075,2064.0659228538016,95,false,true,A,false,150,150,19.008,relative
Los tres hábitos que el príncipe Harry lucha por dejar antes de la boda,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,38,990,1290,2504.03125,2542.03125,12,97.63708311906906,600.3631713388155,2078.567578501094,71,false,true,A,false,150,150,19.008,relative
"Pocos saben lo que es estar en el fango como Keith Urban, el marido de Nicole Kidman",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,38,990,1290,2552.03125,2590.03125,12,89.76636341080105,653.0170365312072,2078.567578501094,84,false,true,A,false,150,150,19.008,relative
La gente está comentando el parecido de la canción de Alfred y Amaia con esta pieza de Ludovico Einaudi de 2004,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,57,990,1290,2600.03125,2657.03125,12,117.13240371477058,1125.9979948361365,2061.5997128092667,111,false,true,A,false,150,150,19.008,relative
VídeoAsí han acabado estos 25 artistas que arrasaron con una única canción,https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,54,990,1290,2667.03125,2721.03125,12,135.9080571562996,870.9854332880659,2064.0659228538016,74,false,true,A,false,150,150,19.008,relative
"VídeoLos secretos del anuncio más sexi del momento, contados por su protagonista",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,54,990,1290,2731.03125,2785.03125,12,130.70960178961604,905.6075308874148,2064.0659228538016,80,false,true,A,false,150,150,19.008,relative
"Hugo Silva, o cómo sobrevivir a la pérdida que más me ha dolido",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,300,38,990,1290,2795.03125,2833.03125,12,103.6532681587995,565.5293427400562,2078.567578501094,63,false,true,A,false,150,150,19.008,relative
"Utilizamos ""cookies"" propias y de terceros para elaborar información estadística y mostrarte publicidad personalizada a través del análisis de tu navegación. Si continúas navegando aceptas su uso. Más información y política de cookies.",https://elpais.com/elpais/2018/04/25/icon/1524662918_848779.html,874,48,353,1227,5734,5782,11,206.28136125205302,4019.449887733395,2009.2349869319482,235,false,true,P,false,437,437,16,relative
Video Podcasts Franchise For Sale Shop,https://www.entrepreneur.com/article/312518,750,60,417,1167,0,60,16,456.2477397204286,1733.7414383350247,2004.0659228538016,38,false,false,DIV,false,375,375,60,relative
Por qué Elon Musk odia las juntas,https://www.entrepreneur.com/article/312518,780.90625,44,409.546875,1190.453125,239,283,35.2,252.03571175529868,1233.6403403646461,2022.9936622492023,33,true,false,H1,false,390.453,390.453,44.8,relative
El fundador de Tesla considera las reuniones laborales como una 'plaga' sobre las operaciones efectivas de una empresa. ¿Qué opinas? ¡Responde a nuestra encuesta!,https://www.entrepreneur.com/article/312518,780.90625,48,409.546875,1190.453125,291,339,16,184.05977290000115,2981.7941661648947,2017.1654115326235,162,false,true,DIV,false,390.453,390.453,0,relative
"Staff Writer. Covers leadership, media, technology and culture.",https://www.entrepreneur.com/article/312518,645.90625,16,544.546875,1190.453125,733.453125,749.453125,14,86.99425268372619,512.6721918048609,2082.1823364101633,63,false,true,DIV,false,322.953,322.953,16,relative
April 252 min read,https://www.entrepreneur.com/article/312518,730,30,435,1165,827.453125,857.453125,13,357.9106033634656,580.7114440494521,2049.42367517152,18,false,true,DIV,false,365,365,30.4,relative
"Las juntas laborales son algo inevitable, sin importar si representan una negociación épica o una pérdida monumental de tiempo. ¿Sabes quien realmente las odia? Elon Musk, un líder empresarial cuyos días recientemente han consistido en dormir en la fábrica de Tesla y dejar de bañarse mientras esfuerza por volver a encarrilar la producción del Modelo 3.",https://www.entrepreneur.com/article/312518,730,210,435,1165,857.453125,1067.453125,19,467.3082494456951,18027.014298858532,1877.208558855659,354,false,true,P,true,365,365,30.4,relative
"En un correo electrónico sobre los planes actuales para frenar los problemas de producción en la empresa automotriz obtenido por el sitio Electreck, Musk presentó sus principales consejos de productividad para ayudar a optimizar los procesos de trabajo. El más importante: evitar las juntas de ser posible.",https://www.entrepreneur.com/article/312518,730,120,435,1165,1095.453125,1215.453125,19,287.21420577680345,9577.338487283407,1944.781427489238,306,false,true,P,true,365,365,30.4,relative
"""Las reuniones excesivas son una plaga de las grandes empresas y casi siempre empeoran con el tiempo. Por favor evita todas las reuniones grandes, a menos que estés seguro de que están proporcionando valor a toda la audiencia, en cuyo caso mantenlas muy cortas"", escribió Musk. También instó a sus empleados a terminar con las reuniones frecuentes a menos que algo sea sobre un tema verdaderamente urgente. Una vez que se resuelva el problema, las reuniones también deberían detenerse.",https://www.entrepreneur.com/article/312518,730,210,435,1165,1243.453125,1453.453125,19,399.23927662493327,21100.514332075534,1877.208558855659,485,false,true,P,true,365,365,30.4,relative
"Para todas aquellas personas que deseen desterrar por completo las juntas, este consejo de Musk es para ustedes: ""Sal de una reunión o abandona una llamada tan pronto como sea obvio que no estás agregando valor.No es grosero irse, es grosero hacer que alguien se quede y pierda el tiempo"".",https://www.entrepreneur.com/article/312518,730,120,435,1165,1648.109375,1768.109375,19,295.540183393054,9307.5,1944.781427489238,289,false,true,P,true,365,365,30.4,relative
"Musk también notó que cuando se trata de comunicación, si un gerente está favoreciendo la ""cadena de mando"" sobre la transmisión de información de manera oportuna a la persona más capaz de resolver el problema, entonces esa persona se quedaría rápidamente sin trabajo.",https://www.entrepreneur.com/article/312518,730,120,435,1165,1796.109375,1916.109375,19,306.90063538546156,8962.961285200332,1944.781427489238,268,false,true,P,true,365,365,30.4,relative
Join us for this free webinar and learn about the most significant tech trends that will be impacting businesses over the next few years. Register Now »,https://www.entrepreneur.com/article/312518,597.109375,60,551.890625,1149,2564.109375,2624.109375,13,201.48697228356974,2760.6220443724274,2020.2254160929558,152,false,true,DIV,false,298.547,298.547,20.9,relative
"Terms of UsePrivacy PolicyCookie PolicySite MapCopyright © 2018 Entrepreneur Media, Inc. All rights reserved.",https://www.entrepreneur.com/article/312518,406.453125,62,800,1206.453125,5624,5686,12.8,168.66238466237812,1644.35439249725,2041.8159924529323,109,false,true,DIV,false,203.219,203.219,19.2,relative
¡No más juntas inútiles! Sigue estas reglas para tener reuniones efectivas,https://www.entrepreneur.com/article/312518,529,50,180,709,-200,-150,16,192.17179813906097,1422.0718955981094,2039.0659228538016,74,false,false,H2,false,264.5,264.5,50,relative
Entrepreneur Staff are full-time editors and writers for Entrepreneur magazine and Entrepreneur.com.,https://www.entrepreneur.com/article/312518,500,108,0,500,0,108,14,360.8018846957427,3375,1989.7491556022517,100,false,false,DIV,false,250,250,21,relative
Es oficial: Elon Musk enviará humanos a Marte en 2024,http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,1064,102,268,1332,464,566,50,527.0578715852748,4938.098537898975,1921.1195771001067,53,true,false,H1,false,532,532,55,relative
El dueño de SpaceX y Tesla confirmó que tiene planes de enviar personas al planeta rojo en 2024.,http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,1064,30,268,1332,591,621,22,173.64043307939542,1954.692814740976,2027.7330292749716,96,false,true,H2,false,532,532,30.25,relative
"En el último día del Congreso Astronáutico Internacional en Adelaide, Australia, el CEO y fundados de SpaceX, Elon Musk, subió al escenario para hablar sobre el proyecto BFR de su compañía, que tiene como fin poner humanos a colonizar Marte. En la conferencia compartió detalles sobre cómo la tecnología podría utilizarse para transformar los viajes de larga distancia en la Tierra y aclaró cómo podría ayudar a nuestras actividades fuera del planeta.",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,728,125,268,996,1221.125,1346.125,20,239.53914085176143,12078.407580782328,1940.7586327767863,451,false,true,P,true,364,364,30,relative
"El concepto básico detrás del BFR es hacer un único refuerzo y envío que sustituya a los proyectos Falcon 9, Falcon Heavy y Dragon de la compañía. O sea que podrían derivar todos sus recursos a una sola misión.",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,728,65,268,996,1382.125,1447.125,20,182.540406485797,4285.824672685527,2000.2478484932117,210,false,true,P,true,364,364,30,relative
"El FBR será reutilizable; después de empujar al espacio exterior la nave que lleve los colonos humanos a Marte podría usarse para lanzar satélites, telescopios y otros elementos, o bien para limpiar basura espacial que flota alrededor de la Tierra.",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,728,85,268,996,1483.125,1568.125,20,219.65882636488797,6090.545090548136,1978.1682253134416,248,false,true,P,true,364,364,30,relative
A Marte en 2024,http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,728,33,268,996,2044.25,2077.25,28.28,291.6076130693436,581.5284494330436,2044.4666527832396,15,false,true,H4,true,364,364,33.936,relative
"SpaceX enviaría astronautas al Planeta Rojo a bordo de dos naves BFR tripuladas. Estos primeros “colonos” harían una planta de combustible que funcionaría como inicio de la colonia marciana. Después de eso, el plan es construir múltiples complejos de aterrizaje, y posteriormente se comenzará con la construcción de un entorno urbano.",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,728,105,268,996,2113.25,2218.25,20,233.81402866380793,8731.199853112972,1958.5665622410363,334,false,true,P,true,364,364,30,relative
Musk se sumó a lo que había dicho el astrofísico Stephen Hawking: somos una especie cuya supervivencia está supeditada a que nos volvamos una especie interplanetaria.,http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,728,65,268,996,2254.25,2319.25,20,205.31195776184103,3810.472198428956,2000.2478484932117,166,false,true,P,true,364,364,30,relative
"La bahía de carga del BFR tendrá ocho pisos de altura y podrá sostener a gigantescas aeronaves que podrían alcanzar para las ambiciones de SpaceX de llegar al vecino planeta. El costo de lanzamiento del BFR, cuya carga útil es de 150 toneladas, será mucho más bajo que el del Falcon 1, que apenas puede acarrear 7 toneladas.",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,728,105,268,996,2355.25,2460.25,20,237.39418695494632,8599.5,1958.5665622410363,324,false,true,P,true,364,364,30,relative
"Para 2022 aterrizaje de al menos dos naves de carga en Marte; confirmar los recursos hídricos e identificar los peligros; y colocar infraestructura de energía, minería y soporte de vida para vuelos futuros.",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,648,60,348,996,2562.25,2622.25,20,151.42985174660907,3487.7061229409796,2014.6385223903346,206,false,true,LI,false,324,324,0,relative
"Para el 2024, envío dos tripulaciones para llevar a las primeras personas a Marte en dos naves de carga para llevar más equipo y suministros, instalación de una planta de producción de combustibles de propulsión y construcción de una base para prepararse para la expansión.",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,648,80,348,996,2642.25,2722.25,20,175.3909917869216,5353.358571962091,1993.0690284738166,273,false,true,LI,false,324,324,0,relative
Mesa Política del Frente Amplio votó por aprobar la reforma de la Caja Militar en el Parlamento,http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,250,48,1051,1301,1209,1257,16,76.94803441284255,731.0095758606723,2076.6062559296533,95,false,true,H2,false,125,125,16,relative
España extraditará a Uruguay a ex militar Eduardo Ferro acusado por violaciones a DD.HH,http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,250,48,1051,1301,1424.640625,1472.640625,16,80.40522371090077,699.5534289816611,2076.6062559296533,87,false,true,H2,false,125,125,16,relative
"David Goodall, el científico que decidió el suicidio asistido a los 104 años",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,250,48,1051,1301,1640.28125,1688.28125,16,86.02906485601247,653.834841531101,2076.6062559296533,76,false,true,H2,false,125,125,16,relative
ANCAP y su sindicato acuerdan retomar la producción de cemento portland,http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,250,48,1051,1301,2071.5625,2119.5625,16,89.00561780022652,631.9612329882269,2076.6062559296533,71,false,true,H2,false,125,125,16,relative
Te puede interesar,http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,1064,30,268,1332,3532.25,3562.25,30,343.4035526898346,846.4068170802974,2027.7330292749716,18,false,true,H2,false,532,532,30,relative
NASA prueba nuevo reactor de fisión nuclear con resultados positivos,http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,208,80,297,505,3806.765625,3886.765625,20,112.8007092176286,857.6059701284734,2062.8518888458707,68,false,true,H2,false,104,104,0,relative
"David Goodall, el científico que decidió el suicidio asistido a los 104 años",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,242,54,308,550,4136.765625,4190.765625,18,88.32893070789434,712.026142427369,2073.2327613419566,76,false,true,H2,false,121,121,18,relative
"LARED21 es un medio de noticias de Uruguay 100% digital, interactivo y participativo, creado por uruguayos para el resto del mundo. Nuestra misión es entregarte día a día las últimas noticias sobre los temas que te interesan.",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,548.390625,48,298,846.390625,5772.46875,5820.46875,16,109.67679791095289,2467.7578123926587,2039.3428868061096,225,false,true,P,false,274.188,274.188,16,relative
"Nuestro contenido se ampara bajo una licencia Creative Commons “Reconocimiento – No comercial – No derivativo”. Esta licencia no se aplica a los textos, gráficos, informaciones e imágenes publicadas por LARED21 firmados o atribuibles a agencias de prensa y/o específicamente reseñados con Copyright. Todos los derechos sobre estos contenidos quedan estrictamente reservados a su titular y no pueden ser reproducidos, distribuidos, transformados o comunicados públicamente sin el consentimiento expreso de su titular.",http://www.lr21.com.uy/tecnologia/1366170-elon-musk-marte-colonizar-spacex-bfr,1064,128,268,1332,6248.46875,6376.46875,12,432.6892649465665,19335.547135780773,1893.1138199690001,516,false,true,SPAN,false,532,532,12,relative
"Utilizamos cookies para mejorar nuestros servicios. Si continúas navegando, entendemos que aceptas su uso. Más información aquí.",http://m.revistavanityfair.es/moda/lifestyle/articulos/elon-musk-carta-tesla-productividad-reuniones/30622?utm_source=&utm_medium=referral&utm_campaign=redirect_mobile,650,26,450,1100,20,46,13,103.57123152690616,1195.0104602052654,2062.1420412995503,128,false,false,DIV,false,325,325,13,relative
"Elon Musk: ""los problemas de producción en Tesla se deben a la excesiva automatización. Los humanos están infravalorados""",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,1020,132,116,1136,262,394,36,510,9256.5,1894.6049431285257,121,false,false,H1,false,510,510,44,relative
Elon Musk responde a los rumores sobre los retrasos en la producción del Tesla Model 3 con un vídeo del proceso,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,147,100,1331,1478,928.78125,1028.78125,14,93.22016949137134,967.9631885433454,2068.3337818563905,111,false,true,H3,false,73.5,73.5,20,relative
"Elon Musk suspende la producción del Tesla Model 3 para hacer ajustes y ser más eficientes ante la ""excesiva automatización""",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,147,100,1331,1478,1076.78125,1176.78125,14,88.19863944528849,1023.0767016700165,2068.3337818563905,124,false,true,H3,false,73.5,73.5,20,relative
El coche autónomo de Uber en problemas tras un nuevo accidente a gran velocidad,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,147,100,1331,1478,1224.78125,1324.78125,14,110.50339361304701,816.6028620908697,2068.3337818563905,79,false,true,H3,false,73.5,73.5,20,relative
"16 Abril 2018 - Actualizado 18 Abril 2018, 11:54                                                                                                              Raúl Álvarez                               @Lohar",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,1020,49,116,1136,1246.6875,1295.6875,14,232.1055794245369,4494.293616284433,1995.9836657848946,207,false,true,DIV,false,510,510,20,relative
"El mismo Elon Musk ha dicho que la producción del Tesla Model 3 ha sido un ""infierno"" y hoy sabemos quién tuvo la culpa: los robots y la cadena de producción automatizada. Sí, en un giro inesperado de acontecimientos, Musk está retirando las costosas máquinas de la fabrica de Tesla para regresar a usar a los viejos y confiables humanos, quienes ahora son los responsables de sacar adelante la producción del Model 3 para así tratar de evitar más retrasos.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,344.09375,452,1148,1323.6875,1667.78125,21,611.1644623176318,31998.096315171624,1808.0245597192768,457,false,true,P,true,348,348,32,relative
"Durante una entrevista y algunos comentarios en Twitter, Elon Musk admitió que la automatización ha estado frenando la producción del Model 3 y que los humanos, que ahora llegan a reemplazar a las máquinas, están siendo la respuesta para enfrentar este ""infierno"".",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,160,452,1148,1686.8125,1846.8125,21,373.9010564307087,11308.661459253257,1918.0998235937595,264,false,true,P,true,348,348,32,relative
Humanos 1 - Robots 0,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,40,452,1148,2205.640625,2245.640625,32,275.118156434649,778.1516561699268,2036.0828732237806,20,false,true,H2,true,348,348,40,relative
"La ""excesiva automatización"" ha sido la responsable de no haber alcanzado la meta de 2.500 unidades semanales del Model 3 durante el primer trimestre de 2018, según Musk. Y esto, ahora mismo, pone en duda la capacidad de 5.000 unidades a la semana que apuntaban a tener durante el segundo trimestre, lo que está ocasionando importantes retrasos en la entrega de coches a sus clientes, quienes ya lo pagaron.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,224,452,1148,2264.671875,2488.671875,21,421.5898480751167,19657.780432185114,1874.867068987959,407,false,true,P,true,348,348,32,relative
"Cuando se le preguntó si los robots habían disminuido la producción en vez de acelerarla, Musk contestó: ""Sí, lo hicieron... Teníamos esta loca y compleja red de cintas transportadoras... Y no funcionaba, entonces nos deshicimos de todo eso. Sí, la automatización excesiva en Tesla fue un error. Para ser precisos, mi error. Los humanos están infravalorados"".",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,194,452,1148,2507.703125,2701.703125,21,388.77114090426,15989.622521810825,1894.2352087340116,359,false,true,P,true,348,348,32,relative
"Ante este caos, Musk decidió tomar el control directo de la planta de producción a inicios de este mes de abril, por lo que ha tenido que pasar la noche ahí con jornadas de varios turnos que no paran en ningún momento, ni en las noches ni en fines de semana. Y es que hay que recodar que el Model 3 era el primer coche de la compañía fabricado por una producción completamente automatizada.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,224,452,1148,3209.015625,3433.015625,21,430.6796953653608,19242.858166083333,1874.867068987959,390,false,true,P,true,348,348,32,relative
"La planta de producción del Model 3 era considera una de las más avanzadas del mundo, incluso en 2016 Musk nos adelantaba que está planta era tan avanzada que ""en los próximos años no necesitaría humanos"". De hecho, por ello adquirieron a Perbix, una empresa especializada en la creación de maquinaria automatizada para fábricas, que en teoría ayudaría a hacerlos más eficientes. Hoy vemos que no ha sido así.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,256,452,1148,3452.046875,3708.046875,21,480.6370772214728,22521.166236232082,1855.5897931549594,409,false,true,P,true,348,348,32,relative
"Como sabemos, estos retrasos, además del recall del Model S y el reciente accidente fatal, han traído un complicado inicio de año para Musk y Tesla, donde incluso se ha dado el lujo de bromear con la bancarrota, algo que no cayó muy en gracia de los inversores. Ahora sólo nos queda esperar el resultado de estos cambios en las próximas semanas, los cuales deberían ayudar a mejorar los números de Tesla de cara a los resultados de este trimestre.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,256,452,1148,3727.078125,3983.078125,21,459.75428219865444,23544.148256413948,1855.5897931549594,447,false,true,P,true,348,348,32,relative
