text,url,bounds/width,bounds/height,bounds/left,bounds/right,bounds/top,bounds/bottom,bounds/fontSize,bounds/density,bounds/densityOnScreen,bounds/areaDensity,bounds/text_count,meta/moreBigText,meta/isDownTitle,meta/tagName,meta/hasCluster,computed/transform_origin,computed/perspective_origin,computed/line_height,computed/position
Mujer se encadena al edificio de Cancillería: exige que le otorguen la visa a su esposo,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,532,38,383,915,3949,3987,14,144.8136733875638,1178.5143433577718,2053.527373033347,87,false,true,A,false,266,266,18,relative
"Arde el vestuario del PSG: ""Solo hay plata para Neymar""",https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,347,38,383,730,4102,4140,14,118.79393923933998,611.1874574342966,2072.86863225861,55,false,true,A,false,173.5,173.5,18,relative
El incómodo momento que la directora del FMI le hizo pasar al ministro argentino,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,509,38,383,892,4255,4293,14,144.48529336925608,1081.2506705200233,2055.724680234034,80,false,true,A,false,254.5,254.5,18,relative
"Ganó el ""Gran Hermano"" argentino y ahora es vendedora ambulante",https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,420,38,383,803,4408,4446,14,134.35028842544403,791.7410798360787,2064.7350771172923,63,false,true,A,false,210,210,18,relative
Tesla enfrenta demanda de US$ 2 mil millones por su camión,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,181,60,345,526,3391,3451,14,95.2732911156112,516.9205995605128,2080.3773891460396,58,false,true,A,false,90.5,90.5,18,relative
¿Cómo especular con acciones de Tesla y ganar dinero en un rato?,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,181,60,554,735,3391,3451,14,90.69729874698585,543,2080.3773891460396,64,false,true,A,false,90.5,90.5,18,relative
"Tesla será rentable en el tercer trimestre y el cuarto, dice Elon Musk",https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,181,60,763,944,3391,3451,14,86.72369918309528,567.8829930100038,2080.3773891460396,70,false,true,A,false,90.5,90.5,18,relative
"Elon Musk, desafiado en las redes, borra su cuenta de Facebook, la de Tesla y SpaceX",https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,181,60,554,735,3698,3758,14,79.17070165155795,622.0846505902553,2080.3773891460396,84,false,true,A,false,90.5,90.5,18,relative
Accionistas de Tesla aceptan pagar US$ 56.000 millones a Elon Musk,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,181,60,763,944,3698,3758,14,89.31405264570633,551.4191067146658,2080.3773891460396,66,false,true,A,false,90.5,90.5,18,relative
A prisión hija del jefe de Policía de Cerro Largo por encubrimiento y tenencia de drogas,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,260,100,350,610,4102,4202,21,151.20185184051152,1524.3851219426147,2040.0483803438879,88,false,true,A,false,130,130,25,relative
Fiscal pidió procesar a tres militares por represión en los 70,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,260,75,668,928,4102,4177,21,135.10366390294527,959.6447096451894,2055.323834563144,62,false,true,A,false,130,130,25,relative
"Arde el vestuario del PSG: ""Solo hay plata para Neymar""",https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,260,75,350,610,4508,4583,21,143.44336861632885,903.8491906147839,2055.323834563144,55,false,true,A,false,130,130,25,relative
"Sindicato de Teledoce refuta la carta de Kesman y lo acusa de lanzar golpes de ""garrón""",https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,172,95,648,820,4289,4384,16,109.48515881159419,952.5585857966952,2063.6778705459883,87,false,true,A,false,86,86,19,relative
¿Qué frases de tu mamá te marcaron? 10 figuras responden esta interrogante,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,172,76,648,820,4474,4550,16,94.97368056467013,702.8099743173826,2073.220391128171,74,false,true,A,false,86,86,19,relative
"Ahora resulta que la imagen de la Tierra tiene copyright jajajajajaja¿Qué sigue, las nubes?Pero por que no se van un poquito a la reverenda conferencia de la lora.",https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,488,48,440,928,4797,4845,14,122.58466462000865,1869.1100770152623,2045.8439287860522,163,false,true,DIV,false,244,244,0,relative
Para comentar las noticias debes iniciar sesión con el usuario y contraseña elegidos al momento de registrarte.,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,271.546875,51,621.75,893.296875,5093,5144,12,94.86305919587456,911.9194780105314,2070.8526708292593,111,false,true,P,true,135.766,135.766,17,relative
"Si no estas registrado todavia, puedes hacerlo ingresando a            Registro de Usuarios",https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,271.546875,34,621.75,893.296875,5154,5188,12,69.8426803609369,550.4583192667725,2086.1225870878857,91,false,true,P,true,135.766,135.766,17,relative
Share this selection          Tweet      Facebook,https://www.elpais.com.uy/vida-actual/ley-anos-le-juega-elon-musk-espacio.html,1600,50,0,1600,5552,5602,16,714.2856571428548,3500,1954.0659228538016,49,false,true,DIV,false,800,800,0,relative
"Este sitio web utiliza cookies, tanto propias como de terceros, para recopilar información estadística sobre su navegación y mostrarle publicidad relacionada con sus preferencias, generada a partir de sus pautas de navegación. Si continua navegando, consideramos que acepta su uso. Más información.",http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,982,48,309,1291,5752,5800,12,197.05582965241095,5085.584497380807,2000.5471943546377,298,false,true,DIV,false,491,491,18,relative
La práctica deliberada,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,982,19,309,1291,366.28125,385.28125,16,248.6181811533501,546.9611075067404,2057.479174280304,22,false,false,H4,false,491,491,19.2,relative
"La regla mágica de Bill Gates, Elon Musk y  Mark Zuckerberg: 10.000 horas en 10 años",http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,982,102,309,1291,395.28125,497.28125,48,394.357705642986,5737.613898869459,1930.2758426446912,84,true,false,H1,false,491,491,51.2,relative
"Cuentan que la han ejercido Bill Gates, Elon Musk, Warren Buffett o Mark Zuckerberg. Se trata de la ‘práctica deliberada’. La teoría es que dedicándole 10.000 horas durante 10 años, acabas convertido en un experto de lo que quieras. Hay quien dice que con 5 horas a la semana es suficiente.",http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,982,72,309,1291,507.28125,579.28125,20.8,227.58954281776656,7525.285835102876,1966.0446474618927,290,false,true,P,false,491,491,24,relative
"La regla de las 10.000 horas de ‘práctica deliberada’ está basada en la investigación del psicólogo Anders Ericsson, aunque luego sería fue popularizada por el autor Malcolm Gladwell en su libro de 2008, Outliers. Estudiando a un grupo de alumnos de música, el psicólogo se planteó el motivo de que algunos alcanzasen la excelencia mientras otros no conseguían salir de la mediocridad. La conclusión fue tan obvia como rotunda: la brillantez procedía del esfuerzo continuado de los alumnos. A más horas dedicadas a la perfección de ese conocimiento, mayor excelencia. Nada de falta de talento innato, lo que escasea es la constancia.",http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,660,198,470,1130,1030.28125,1228.28125,17.6,309.52059705292635,20549.014479105805,1898.449022004112,633,false,true,P,true,330,330,22.4,relative
"De aquí dedujo la regla mágica para la excelencia: basta con dedicar 10.000 horas de entrenamiento a lo largo de 10 años, para convertirte en experto de lo que deseas. Pero echarle horas no es suficiente. A ese tiempo dedicado al aprendizaje hay que añadirle deseo de mejora, la calidad. A la suma de ambas es lo que llamó ‘práctica deliberada’ . Se trata de practicar a diario y concienzudamente la materia en la que queremos destacar. Para ello, conviene descomponer nuestro objetivo en partes pequeñas e ir analizando aquello que se nos da bien y lo susceptible de mejora para trabajar luego con ahínco en esas debilidades que entorpecen nuestra carrera.",http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,660,176,470,1130,1248.28125,1424.28125,17.6,270.0574013057224,18608.840157301584,1913.0679975515284,657,false,true,P,true,330,330,22.4,relative
También vale 5 horas a la semana,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,660,22,470,1130,1444.28125,1466.28125,19.2,146.4445287472359,513.3595231414336,2068.8602892372382,32,false,true,H5,true,330,330,22.4,relative
"Posteriormente, algunos adaptaron la regla de Ericsson a la de las 5 horas, extraída de la rutina diaria de Benjamín Franklin. Víctor Martín, asesor de emprendedores, escritor  y CEO de la agencia de marketing Young Media , la sintetiza de la siguiente manera: “dedicar una hora diaria (o cinco semanales) a la práctica o al aprendizaje deliberado de una materia, empleando ese tiempo para la lectura, la reflexión y la experimentación”. Asegura también que la regla, “puede cambiar tu vida por completo dado que potencia tanto el desarrollo personal como el profesional”. Hay que dice también que no es necesario repartir esa hora diaria exactamente como Víctor Martín recomienda, sino que valdría alternarlas.",http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,660,220,470,1130,1476.28125,1696.28125,17.6,324.49961479175903,24198.109301141692,1884.622051147652,711,false,true,P,true,330,330,22.4,relative
"En cualquier caso, de lo que no se trata es de trabajar duro sin más y aumentar la productividad sino en aprender de forma deliberada para destacar sobre el resto. Recuerda también Víctor Martín que, entre práctica y práctica, hay que analizar el feedback obtenido para poder medir tus progresos. En este sentido, cuanto mayor sea el nivel formativo de las personas que generan ese feedback, mejor. Obviamente, el feedback que te proporcionaría Bill Gates no será el mismo que el que te proporcione tu amigo de la infancia.",http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,660,132,470,1130,1716.28125,1848.28125,17.6,227.01101294871137,12452.275725745876,1945.3555972826884,523,false,true,P,true,330,330,22.4,relative
10 consejos de emprendedores de éxito que te van a marcar,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,620,22,490,1110,1930.28125,1952.28125,17.6,107.66150658429409,643.6233856068314,2071.4826315655514,57,false,true,P,false,310,310,22.4,relative
"Suscríbete a la revista y consigue 12 números por solo 28,80 € (un 20% menos).",http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,280,54,1001,1281,3051.28125,3105.28125,16,107,834.6014018679815,2067.117662376665,78,false,true,P,false,140,140,0,relative
"Accede a nuestro Quiosco Digital y disfruta de la revista en tu tableta, estés donde estés.",http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,280,54,1301,1581,3141.28125,3195.28125,16,99.06058752097123,901.4725453390137,2067.117662376665,91,false,true,P,false,140,140,0,relative
¿Quieres recibir todas las semanas lo mejor de Emprendedores en tu correo? Solo tiene que darte de alta en nuestra Newsletter.,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,280,72,1601,1881,3141.28125,3213.28125,16,112.24972160321825,1414.3464922005498,2053.6667196697126,126,false,true,P,false,140,140,0,relative
Cómo vencer y diferenciarte de tu competencia: 15 estrategias prácticas,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,293.59375,38,653.1875,946.78125,4216.46875,4254.46875,16,82.74660113865706,587.5429159857176,2079.3780305954174,71,false,true,A,false,146.797,146.797,19.2,relative
SCUDO: la app que te protege en situaciones de peligro,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,293.59375,38,320,613.59375,4496.46875,4534.46875,16,94.88413987595608,512.3978514055265,2079.3780305954174,54,false,true,A,false,146.797,146.797,19.2,relative
Qué técnicas de la gran distribución puedes aplicar en tu comercio independiente,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,293.59375,38,653.1875,946.78125,4496.46875,4534.46875,16,77.95511529078769,623.6708035895219,2079.3780305954174,80,false,true,A,false,146.797,146.797,19.2,relative
Dark Data: tu empresa tiene 'datos oscuros' que puedes convertir en oro,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,293.59375,38,320,613.59375,4776.46875,4814.46875,16,82.74660113865706,587.5429159857176,2079.3780305954174,71,false,true,A,false,146.797,146.797,19.2,relative
¡Descubre tu talento! Tú vales mucho más de lo que crees,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,293.59375,38,653.1875,946.78125,4776.46875,4814.46875,16,93.17725044236924,521.8004306006272,2079.3780305954174,56,false,true,A,false,146.797,146.797,19.2,relative
Técnicas de pensamiento creativo para que tu empresa sea más innovadora,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,293.59375,38,986.375,1279.96875,4776.46875,4814.46875,16,82.74660113865706,587.5429159857176,2079.3780305954174,71,false,true,A,false,146.797,146.797,19.2,relative
Por qué sin un responsable de tecnología es tan difícil que tu startup salga adelante,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,293.59375,38,320,613.59375,5056.46875,5094.46875,16,75.63068160475615,642.8651496425981,2079.3780305954174,85,false,true,A,false,146.797,146.797,19.2,relative
Cómo lanzar una segunda marca para arropar a la marca líder,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,293.59375,38,653.1875,946.78125,5056.46875,5094.46875,16,90.77444574328173,535.5948912191004,2079.3780305954174,59,false,true,A,false,146.797,146.797,19.2,relative
Copyright © 2016 Hearst España S.L. - Aviso Legal - Protección de datos - Publicidad - Contacto - Política de Cookies,http://www.emprendedores.es/gestion/practica-deliberada-claves-exito-bill-gates-elon-musk-y-mark-zuckerberg,982,37,309,1291,5249.671875,5286.671875,16,209.94046775217015,2456.3268757689802,2019.2809088500185,117,false,true,DIV,false,491,491,16,relative
"Este sitio web utiliza cookies, tanto propias como de terceros, para recopilar información estadística sobre su navegación y mostrarle publicidad relacionada con sus preferencias, generada a partir de sus pautas de navegación. Si continúa navegando, consideramos que accepta su uso. Más información.",http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,876.59375,42,313,1189.59375,55,97,12,153.6587127370264,3978.90226680048,2018.388110555696,299,false,false,P,false,438.297,438.297,14,relative
El padre de Elon Musk ha tenido un hijo con su hijastra,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,980,157,310,1290,343,500,65.008,643.2806541471615,7131.601870153367,1876.7033442675763,55,true,false,H1,false,490,490,72,relative
Una prueba de ADN ha acabado confirmando Errol Musk es el padre de su nietastro.,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,950,34,340,1290,500,534,24,184.28510520386612,1805.6248918310803,2026.9832725824133,80,false,true,P,false,475,475,34,relative
"Errol Musk es el padre de Elon Musk, el dueño de PayPal. (Twitter)",http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,980,40,310,1290,1073,1113,14,322.3957195745626,1990.3894091358102,2014.0659228538016,66,false,true,FIGCAPTION,false,490,490,20,relative
"Elon Musk, el cofundador de Paypal y presidente de Tesla Motors y SpaceX, esconde un oscuro secreto familiar. Teniendo en cuenta que no mantiene una buena relación con su padre, Errol Musk, ha quien ha llegado a calificar como “un ser humano horrible”, no le habrá hecho ninguna gracia que su progenitor, de 72 años, haya tenido un bebé con Jana Bezuidenhout, de 30 años, la que fue su hijastra durante los 18 años que estuvo casado con Heidi-Mari Musk, su segunda esposa.",http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,625.65625,300,310,935.65625,1311,1611,19.008,495.40185708170293,25486.374400108383,1847.7189994156838,472,false,true,P,true,312.828,312.828,25.008,relative
El bebé ya tiene 10 meses y no fue buscado según el padre/abuelastro.,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,625.65625,39,310,935.65625,2130.390625,2169.390625,15.008,189.56265454988755,1266.7909644057302,2043.610968800124,69,false,true,FIGCAPTION,true,312.828,312.828,19.008,relative
"Errol Musk ha comunicado a los medios estadounidenses que nunca consideró a Jana como su hijastra porque durante los años que estuvo casado con su madre, ella pasó tiempo alejada de la familia.",http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,625.65625,100,310,935.65625,2194.390625,2294.390625,19.008,258.24213443975407,5432.434006099384,1977.1964441413907,193,false,true,P,true,312.828,312.828,25.008,relative
"Según cuenta el padre del magnate de la tecnología al ‘Sunday Times’, fue ella quien le llamó tras una ruptura sentimental: “Estábamos solos, éramos dos personas perdidas y una cosa llevó a la otra (…) Puedes llamarle el plan de Dios o el plan de la naturaleza”, detalla Errol.",http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,625.65625,150,310,935.65625,2309.390625,2459.390625,19.008,323.3388315683719,9762.183081955849,1937.4459358950724,277,false,true,P,true,312.828,312.828,25.008,relative
Elon Musk ocupa el puesto 54 de la revista 'Forbes' de las personas más ricas del mundo,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,625.65625,58,310,935.65625,2961.28125,3019.28125,15.008,251.06174539343903,2115.453212670987,2019.3661409311867,87,false,true,FIGCAPTION,true,312.828,312.828,19.008,relative
"Cuando la joven le llamó para decirle que estaba embarazada él le pidió una prueba de ADN que confirmó su paternidad. “Jana es una chica encantadora y una madre maravillosa” explica Errol, quien está ayudando a mantener a su hijo/nietastro pero no vive con ellos.",http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,625.65625,150,310,935.65625,3044.28125,3194.28125,19.008,331.8327892177022,9512.286842979716,1937.4459358950724,263,false,true,P,true,312.828,312.828,25.008,relative
"Errol quiso compartir la noticia con sus hijas pensando que le iban a comprender. Lejos de eso, lo tacharon de “loco y mentalmente enfermo”.",http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,625.65625,75,310,935.65625,3209.28125,3284.28125,19.008,227.40712389896672,3470.092773525659,2000.8924611347427,140,false,true,P,true,312.828,312.828,25.008,relative
Gente  Christina Aguilera reaparece irreconocible: ¿Qué esconde detrás del maquillaje?,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,171.65625,80,340,511.65625,3479.3125,3559.3125,16,92.54728521139883,795.937287102445,2071.2030843796097,86,false,true,DIV,false,85.8281,85.8281,0,relative
Gente  La advertencia de Bustamante a Echevarría sobre Miguel Torres,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,171.65625,80,530.65625,702.3125,3479.609375,3559.609375,16,104.08169867945085,707.7568500198355,2071.2030843796097,68,false,true,DIV,false,85.8281,85.8281,0,relative
Gente  El detalle que no ha pasado desapercibido tras el parto de Pilar Rubio,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,171.65625,80,721.3125,892.96875,3479.609375,3559.609375,16,97.80593029055038,753.1387401236243,2071.2030843796097,77,false,true,DIV,false,85.8281,85.8281,0,relative
"Elon Musk, el mayor inventor de nuestra era",http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,625.65625,32,310,935.65625,3745.28125,3777.28125,16,190.8219064992277,820.540479272656,2054.013436627821,43,false,true,LI,false,312.828,312.828,0,relative
El padre de Elon Musk ha tenido un hijo con su hijastra,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,591.65625,26,327,918.65625,4001.28125,4027.28125,20,115.95257651298655,713.024030099968,2066.364547436993,55,false,true,SPAN,false,295.828,295.828,26,relative
Torra se propone “seguir el mandato del 1-O” e iniciar un “proceso constituyente”,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,280.328125,57,988.65625,1268.984375,1931,1988,16,110.95945205344158,898.8020506485285,2064.682750150546,81,false,true,DIV,false,140.156,140.156,0,relative
Eurovisión 2018: Horario y dónde ver a Amaia y Alfred en la gran final,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,280.328125,57,988.65625,1268.984375,2009,2066,17.008,115.77132632910448,835.5463859804553,2064.682750150546,70,false,true,A,false,140.156,140.156,19.008,relative
Temas del momento,http://www.mundodeportivo.com/elotromundo/gente/20180327/441985980489/elon-musk-padre-erron-hijo-con-su-hijastra-nietastro.html,980,20,310,1290,4164.28125,4184.28125,15.008,306.7670125681704,505.0804391381634,2055.070973487685,17,false,true,DIV,false,490,490,20,relative
Utilizamos cookies propias y de terceros para elaborar información estadística y mostrarle publicidad personalizada a través del análisis de su navegación. Si continúa navegando acepta su uso. Más información y cambio de configuración.,http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,878,73,325,1203,16,89,18.6667,238.89746754622578,6218.7903311254995,1975.049163861801,241,false,false,DIV,false,439,439,0,
Seguros y Asegurados Magazine- Vea la sección y lea la nueva revista,http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,530,28,-13434.5,-12904.5,363,391,14,120.24142381059865,764.836093552076,2067.9265009843693,68,false,false,A,false,265,265,16.8,
Ranking de empresas - Las principales empresas en España,http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,530,28,-13434.5,-12904.5,530,558,14,132.4990566004151,694.0774452465661,2067.9265009843693,56,false,true,A,false,265,265,16.8,
Información exclusiva sobre el mercado financiero en tiempo real con las trece herramientas financieras más innovadoras del mercado.,http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,370,57,-12816.5,-12446.5,495.03125,552.03125,14,122.64583156389784,1514.4103276935878,2051.3770724366314,132,false,true,P,false,185,185,19,
El desaire de Neymar que acelera su marcha del PSG y le acerca al Real Madrid,http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,700,19,476,1176,322,341,16,94.72592042308166,729.4189147019702,2072.518390702301,77,false,false,H5,false,350,350,19.2,
Una start-up canadiense desafía a Elon Musk: plantea un hyperloop más barato,http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,665,138,285,950,442,580,40,416.10575578811694,5000.201950609096,1939.8580798601333,76,true,false,H1,false,332.5,332.5,46,
El Hyperloop sería al menos cinco veces más caro de lo soñado por Elon Musk (26/10),http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,173,88,292,465,1212.71875,1300.71875,15,107.86565718522277,866.85775505558,2066.819146409053,83,false,true,H2,false,86.5,86.5,16.5,
"Una start-up de Canadá es la más reciente en sumarse a la competencia para construir un sistema de transporte de alta velocidad, y se enfrenta a los proyectos futurísticos respaldados por el presidente de Tesla Elon Musk y el magnate británico Richard Branson.",http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,665,366,285,950,1157.71875,1523.71875,17,915.2327572809006,24528.4114169798,1805.2178183727824,260,false,true,P,true,332.5,332.5,28.9,
"TransPod quiere recaudar 50 millones de dólares para su propia versión de tecnología ""hyperloop"", diseñada para transportar pasajeros a velocidades que superan los 1.000 kilómetros por hora. La empresa con sede en Toronto plantea construir un prototipo a media escala cerca de Limoges, en el centro de Francia, el próximo año. Su máximo reponsable, Sebastien Gendron, asegura que es mejor que el concepto del proyecto de Musk.",http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,665,168,285,950,1543.71875,1711.71875,17,328.2011578285488,14411.717615364243,1917.7187206279236,426,false,true,P,true,332.5,332.5,28.9,
"La tecnología de transporte por tubos, conocida por hyperloop, está ganando atractivo después de que Musk planteara las primeras ideas en 2013. Desde entonces han aparecido varias versiones con miras a unir ciudades a velocidades más rápidas que las de los trenes bala existentes en Europa, Japón y China. El proyecto respaldado por Branson, Virgin Hyperloop One, está siendo sometido a pruebas en Nevada; mientras una empresa con sede en California, llamada Hyperloop Transportation Technologies, también planea construir un modelo de prueba en el sur de Francia. La SpaceX de Musk está organizando concursos de diseño de hyperloop, después de construir un sistema de 1,6 kilómetros de largo cerca de su matriz en California.",http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,665,336,285,950,2159.71875,2495.71875,17,502.8140809484158,37627.83668376379,1819.8205040370285,726,false,true,P,true,332.5,332.5,28.9,
"""El concepto de Musk es brillante, pero está lleno de errores"", dijo Gendron, de TransPod, en una entrevista en París. ""Tenemos un enfoque más modesto, pero también más barato y orientado a las regulaciones"".",http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,665,84,285,950,2515.71875,2599.71875,17,234.84675854692992,5035.152356185461,1986.943213445415,208,false,true,P,true,332.5,332.5,28.9,
"La tecnología patentada por la empresa usa propulsión magnética y rieles electrificados para mover cabinas a través de un túnel de 3,2 kilómetros diseñado para reducir la fricción. Las cabinas serán similares a aviones sin alas.",http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,665,84,285,950,2619.71875,2703.71875,17,224.31005327447988,5271.671894427801,1986.943213445415,228,false,true,P,true,332.5,332.5,28.9,
"La idea de Musk era diferente. Hace cinco años, el también CEO de Tesla planteó el transporte de las cabinas en rodamientos de aire, un método usado por la industria para trasladar objetos pesados.",http://www.eleconomista.es/empresas-finanzas/noticias/9048522/04/18/Una-startup-canadiense-plantea-un-hyperloop-mas-barato-que-el-de-Elon-Musk.html,665,84,285,950,2723.71875,2807.71875,17,241.31307465614043,4900.202886424704,1986.943213445415,197,false,true,P,true,332.5,332.5,28.9,
